InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536558,22752,SET 7 BABUSHKA NESTING BOXES,11,10/04/2011 00:00,7.65,12373.0,United Kingdom
541114,22752,SET 7 BABUSHKA NESTING BOXES,17,10/20/2011 00:00,7.65,12796.0,United Kingdom
540337,22752,SET 7 BABUSHKA NESTING BOXES,1,09/12/2011 00:00,7.65,12746.0,United Kingdom
537080,22138,BAKING SET 9 PIECE RETROSPOT,9,01/07/2011 00:00,4.95,12427.0,United Kingdom
542093,22752,SET 7 BABUSHKA NESTING BOXES,12,06/28/2011 00:00,7.65,12900.0,United Kingdom
543359,84029E,RED WOOLLY HOTTIE WHITE HEART,11,12/30/2010 00:00,3.75,13012.0,France
542986,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,07/19/2011 00:00,2.55,12980.0,United Kingdom
544432,71053,WHITE METAL LANTERN,13,10/22/2011 00:00,3.39,13101.0,United Kingdom
540006,22961,JAM MAKING SET PRINTED,5,11/12/2011 00:00,4.25,12707.0,United Kingdom
540864,84406B,CREAM CUPID HEARTS COAT HANGER,15,04/05/2011 00:00,2.75,12780.0,United Kingdom
536759,22961,JAM MAKING SET PRINTED,19,01/23/2011 00:00,4.25,12395.0,United Kingdom
539218,22752,SET 7 BABUSHKA NESTING BOXES,18,06/09/2011 00:00,7.65,12616.0,United Kingdom
543414,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,08/08/2011 00:00,2.55,13023.0,United Kingdom
539701,84029E,RED WOOLLY HOTTIE WHITE HEART,1,08/06/2011 00:00,3.75,12658.0,United Kingdom
538490,22961,JAM MAKING SET PRINTED,9,11/04/2011 00:00,4.25,12556.0,United Kingdom
538903,84406B,CREAM CUPID HEARTS COAT HANGER,3,04/11/2011 00:00,2.75,12595.0,United Kingdom
544203,22961,JAM MAKING SET PRINTED,5,05/02/2011 00:00,4.25,13086.0,United Kingdom
539155,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,02/22/2011 00:00,2.55,12615.0,United Kingdom
539228,22961,JAM MAKING SET PRINTED,15,05/06/2011 00:00,4.25,12617.0,United Kingdom
542245,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,12/02/2011 00:00,2.55,12907.0,United Kingdom
540403,84029E,RED WOOLLY HOTTIE WHITE HEART,12,10/30/2011 00:00,3.75,12754.0,United Kingdom
540801,21754,HOME BUILDING BLOCK WORD,7,03/03/2011 00:00,5.95,12775.0,United Kingdom
543667,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,02/12/2011 00:00,2.55,13052.0,France
536543,22138,BAKING SET 9 PIECE RETROSPOT,26,12/01/2011 00:00,4.95,12373.0,United Kingdom
542730,21754,HOME BUILDING BLOCK WORD,8,02/27/2011 00:00,5.95,12964.0,United Kingdom
538673,22961,JAM MAKING SET PRINTED,10,04/25/2011 00:00,4.25,12572.0,United Kingdom
543918,22138,BAKING SET 9 PIECE RETROSPOT,2,06/05/2011 00:00,4.95,13071.0,United Kingdom
540663,22633,HAND WARMER UNION JACK,2,05/22/2011 00:00,1.85,12767.0,United Kingdom
542982,21730,GLASS STAR FROSTED T-LIGHT HOLDER,30,08/21/2011 00:00,4.25,12980.0,United Kingdom
539235,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,07/05/2011 00:00,2.55,12617.0,United Kingdom
538009,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,07/16/2011 00:00,4.25,12509.0,United Kingdom
542039,22752,SET 7 BABUSHKA NESTING BOXES,5,03/04/2011 00:00,7.65,12894.0,United Kingdom
543392,22961,JAM MAKING SET PRINTED,4,05/07/2011 00:00,4.25,13017.0,United Kingdom
539839,22961,JAM MAKING SET PRINTED,5,05/22/2011 00:00,4.25,12680.0,United Kingdom
537563,22633,HAND WARMER UNION JACK,17,11/28/2011 00:00,1.85,12470.0,United Kingdom
538694,21754,HOME BUILDING BLOCK WORD,9,04/06/2011 00:00,5.95,12574.0,Spain
538088,22961,JAM MAKING SET PRINTED,2,08/12/2011 00:00,4.25,12520.0,United Kingdom
539744,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,01/03/2011 00:00,4.25,12664.0,United Kingdom
539708,84029E,RED WOOLLY HOTTIE WHITE HEART,13,01/29/2011 00:00,3.75,12658.0,United Kingdom
536367,22138,BAKING SET 9 PIECE RETROSPOT,3,12/16/2010 00:00,4.95,12346.0,United Kingdom
541123,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,03/07/2011 00:00,4.25,12799.0,United Kingdom
542563,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,04/20/2011 00:00,4.25,12940.0,Spain
537496,22961,JAM MAKING SET PRINTED,11,05/11/2011 00:00,4.25,12469.0,United Kingdom
544746,71053,WHITE METAL LANTERN,20,12/02/2011 00:00,3.39,13113.0,United Kingdom
540072,84029E,RED WOOLLY HOTTIE WHITE HEART,8,10/07/2011 00:00,3.75,12713.0,United Kingdom
540978,22961,JAM MAKING SET PRINTED,10,05/03/2011 00:00,4.25,12787.0,United Kingdom
540434,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,04/07/2011 00:00,2.55,12758.0,Portugal
541663,22961,JAM MAKING SET PRINTED,3,05/21/2011 00:00,4.25,12861.0,United Kingdom
538334,21754,HOME BUILDING BLOCK WORD,25,10/28/2011 00:00,5.95,12549.0,United Kingdom
543730,84029E,RED WOOLLY HOTTIE WHITE HEART,23,02/26/2011 00:00,3.75,13063.0,United Kingdom
537557,22961,JAM MAKING SET PRINTED,5,07/30/2011 00:00,4.25,12470.0,United Kingdom
537671,22961,JAM MAKING SET PRINTED,3,06/12/2011 00:00,4.25,12481.0,United Kingdom
543174,21754,HOME BUILDING BLOCK WORD,5,02/23/2011 00:00,5.95,12992.0,United Kingdom
544012,84406B,CREAM CUPID HEARTS COAT HANGER,10,11/03/2011 00:00,2.75,13074.0,United Kingdom
537724,22138,BAKING SET 9 PIECE RETROSPOT,2,08/09/2011 00:00,4.95,12481.0,United Kingdom
538238,71053,WHITE METAL LANTERN,4,06/09/2011 00:00,3.39,12538.0,United Kingdom
540627,84406B,CREAM CUPID HEARTS COAT HANGER,1,05/16/2011 00:00,2.75,12767.0,United Kingdom
544658,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,04/07/2011 00:00,2.55,13111.0,United Kingdom
542063,21754,HOME BUILDING BLOCK WORD,16,06/02/2011 00:00,5.95,12898.0,United Kingdom
538732,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,06/07/2011 00:00,4.25,12576.0,United Kingdom
540261,22961,JAM MAKING SET PRINTED,2,03/29/2011 00:00,4.25,12740.0,Netherlands
544916,22138,BAKING SET 9 PIECE RETROSPOT,12,04/01/2011 00:00,4.95,13120.0,France
541410,22633,HAND WARMER UNION JACK,25,06/23/2011 00:00,1.85,12830.0,France
543917,84029E,RED WOOLLY HOTTIE WHITE HEART,11,11/19/2011 00:00,3.75,13071.0,United Kingdom
544830,84029E,RED WOOLLY HOTTIE WHITE HEART,16,12/02/2011 00:00,3.75,13116.0,United Kingdom
543309,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,03/16/2011 00:00,4.25,13007.0,United Kingdom
541326,22961,JAM MAKING SET PRINTED,2,03/15/2011 00:00,4.25,12825.0,United Kingdom
544873,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,08/06/2011 00:00,2.55,13120.0,France
540071,84029E,RED WOOLLY HOTTIE WHITE HEART,3,01/11/2011 00:00,3.75,12712.0,Netherlands
536881,22752,SET 7 BABUSHKA NESTING BOXES,9,04/27/2011 00:00,7.65,12404.0,United Kingdom
540965,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,11/13/2011 00:00,4.25,12787.0,United Kingdom
539351,22961,JAM MAKING SET PRINTED,20,05/30/2011 00:00,4.25,12627.0,United Kingdom
542867,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,02/15/2011 00:00,2.55,12973.0,United Kingdom
545124,22633,HAND WARMER UNION JACK,6,02/15/2011 00:00,1.85,13140.0,United Kingdom
542659,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,09/07/2011 00:00,2.55,12953.0,United Kingdom
539642,22138,BAKING SET 9 PIECE RETROSPOT,2,03/05/2011 00:00,4.95,12653.0,United Kingdom
542682,21754,HOME BUILDING BLOCK WORD,2,12/17/2010 00:00,5.95,12954.0,United Kingdom
539750,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,10/05/2011 00:00,4.25,12667.0,United Kingdom
540913,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,08/27/2011 00:00,2.55,12781.0,United Kingdom
539431,22138,BAKING SET 9 PIECE RETROSPOT,14,07/01/2011 00:00,4.95,12632.0,United Kingdom
542927,84406B,CREAM CUPID HEARTS COAT HANGER,5,01/16/2011 00:00,2.75,12979.0,United Kingdom
536527,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,12/01/2011 00:00,4.25,12371.0,United Kingdom
544002,22633,HAND WARMER UNION JACK,12,04/23/2011 00:00,1.85,13073.0,United Kingdom
541521,22138,BAKING SET 9 PIECE RETROSPOT,5,07/23/2011 00:00,4.95,12842.0,United Kingdom
539993,21754,HOME BUILDING BLOCK WORD,8,05/24/2011 00:00,5.95,12702.0,United Kingdom
543615,84406B,CREAM CUPID HEARTS COAT HANGER,7,06/12/2011 00:00,2.75,13044.0,United Kingdom
538539,21754,HOME BUILDING BLOCK WORD,14,06/21/2011 00:00,5.95,12562.0,Spain
537058,84406B,CREAM CUPID HEARTS COAT HANGER,3,03/19/2011 00:00,2.75,12422.0,United Kingdom
544064,71053,WHITE METAL LANTERN,15,02/03/2011 00:00,3.39,13078.0,United Kingdom
542953,22961,JAM MAKING SET PRINTED,3,11/11/2011 00:00,4.25,12980.0,United Kingdom
542978,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,07/21/2011 00:00,2.55,12980.0,United Kingdom
539358,22138,BAKING SET 9 PIECE RETROSPOT,2,08/02/2011 00:00,4.95,12627.0,United Kingdom
537084,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,11/15/2011 00:00,4.25,12429.0,United Kingdom
540954,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,05/30/2011 00:00,4.25,12783.0,United Kingdom
545174,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,09/15/2011 00:00,4.25,13142.0,France
542414,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,07/25/2011 00:00,2.55,12932.0,United Kingdom
538421,22138,BAKING SET 9 PIECE RETROSPOT,29,11/23/2011 00:00,4.95,12551.0,United Kingdom
540228,84406B,CREAM CUPID HEARTS COAT HANGER,23,08/16/2011 00:00,2.75,12740.0,Netherlands
538692,22138,BAKING SET 9 PIECE RETROSPOT,4,10/31/2011 00:00,4.95,12574.0,Spain
539789,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,09/28/2011 00:00,2.55,12677.0,United Kingdom
539955,22752,SET 7 BABUSHKA NESTING BOXES,5,09/30/2011 00:00,7.65,12696.0,United Kingdom
544933,22961,JAM MAKING SET PRINTED,9,07/09/2011 00:00,4.25,13120.0,France
543631,22752,SET 7 BABUSHKA NESTING BOXES,2,11/20/2011 00:00,7.65,13046.0,United Kingdom
540472,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,04/22/2011 00:00,2.55,12760.0,Netherlands
539579,22961,JAM MAKING SET PRINTED,6,06/25/2011 00:00,4.25,12644.0,United Kingdom
540637,84029E,RED WOOLLY HOTTIE WHITE HEART,29,09/26/2011 00:00,3.75,12767.0,United Kingdom
544902,71053,WHITE METAL LANTERN,16,05/01/2011 00:00,3.39,13120.0,France
545161,22961,JAM MAKING SET PRINTED,1,08/11/2011 00:00,4.25,13140.0,United Kingdom
541012,21754,HOME BUILDING BLOCK WORD,8,01/31/2011 00:00,5.95,12789.0,United Kingdom
540425,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,09/24/2011 00:00,2.55,12757.0,United Kingdom
541691,84029E,RED WOOLLY HOTTIE WHITE HEART,20,10/01/2011 00:00,3.75,12864.0,United Kingdom
540982,22961,JAM MAKING SET PRINTED,19,10/05/2011 00:00,4.25,12787.0,United Kingdom
544123,22633,HAND WARMER UNION JACK,6,02/08/2011 00:00,1.85,13082.0,United Kingdom
538592,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,12/28/2010 00:00,4.25,12568.0,Germany
537916,22961,JAM MAKING SET PRINTED,3,07/08/2011 00:00,4.25,12502.0,United Kingdom
537401,22138,BAKING SET 9 PIECE RETROSPOT,3,04/13/2011 00:00,4.95,12456.0,United Kingdom
544154,22752,SET 7 BABUSHKA NESTING BOXES,22,07/24/2011 00:00,7.65,13086.0,United Kingdom
543905,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,06/12/2011 00:00,4.25,13071.0,United Kingdom
537867,22138,BAKING SET 9 PIECE RETROSPOT,21,07/15/2011 00:00,4.95,12498.0,United Kingdom
544166,21754,HOME BUILDING BLOCK WORD,8,04/14/2011 00:00,5.95,13086.0,United Kingdom
545059,22138,BAKING SET 9 PIECE RETROSPOT,11,10/08/2011 00:00,4.95,13139.0,United Kingdom
543106,84029E,RED WOOLLY HOTTIE WHITE HEART,16,11/10/2011 00:00,3.75,12989.0,Portugal
545135,71053,WHITE METAL LANTERN,25,11/19/2011 00:00,3.39,13140.0,United Kingdom
540632,22961,JAM MAKING SET PRINTED,6,04/18/2011 00:00,4.25,12767.0,United Kingdom
541145,21754,HOME BUILDING BLOCK WORD,25,03/09/2011 00:00,5.95,12800.0,United Kingdom
541050,84406B,CREAM CUPID HEARTS COAT HANGER,7,03/03/2011 00:00,2.75,12795.0,Germany
541009,22138,BAKING SET 9 PIECE RETROSPOT,17,03/26/2011 00:00,4.95,12789.0,United Kingdom
542123,71053,WHITE METAL LANTERN,7,09/18/2011 00:00,3.39,12900.0,United Kingdom
542929,22633,HAND WARMER UNION JACK,5,09/23/2011 00:00,1.85,12979.0,United Kingdom
542324,22633,HAND WARMER UNION JACK,2,09/27/2011 00:00,1.85,12916.0,United Kingdom
539369,21730,GLASS STAR FROSTED T-LIGHT HOLDER,26,02/17/2011 00:00,4.25,12628.0,United Kingdom
544599,21754,HOME BUILDING BLOCK WORD,8,11/17/2011 00:00,5.95,13108.0,United Kingdom
537871,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,08/30/2011 00:00,4.25,12498.0,United Kingdom
537190,21730,GLASS STAR FROSTED T-LIGHT HOLDER,22,02/13/2011 00:00,4.25,12430.0,United Kingdom
538800,22138,BAKING SET 9 PIECE RETROSPOT,11,05/03/2011 00:00,4.95,12584.0,United Kingdom
536950,71053,WHITE METAL LANTERN,10,06/23/2011 00:00,3.39,12414.0,United Kingdom
537150,22752,SET 7 BABUSHKA NESTING BOXES,17,05/17/2011 00:00,7.65,12430.0,United Kingdom
536612,71053,WHITE METAL LANTERN,6,08/23/2011 00:00,3.39,12374.0,United Kingdom
539936,84406B,CREAM CUPID HEARTS COAT HANGER,7,04/04/2011 00:00,2.75,12693.0,United Kingdom
543551,22961,JAM MAKING SET PRINTED,9,09/21/2011 00:00,4.25,13032.0,United Kingdom
536469,21754,HOME BUILDING BLOCK WORD,10,02/26/2011 00:00,5.95,12361.0,United Kingdom
536394,22961,JAM MAKING SET PRINTED,16,11/04/2011 00:00,4.25,12350.0,United Kingdom
541212,22752,SET 7 BABUSHKA NESTING BOXES,4,12/17/2010 00:00,7.65,12811.0,United Kingdom
540953,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,10/27/2011 00:00,2.55,12783.0,United Kingdom
540412,71053,WHITE METAL LANTERN,10,10/13/2011 00:00,3.39,12754.0,United Kingdom
545194,22752,SET 7 BABUSHKA NESTING BOXES,20,09/27/2011 00:00,7.65,13142.0,France
542138,22752,SET 7 BABUSHKA NESTING BOXES,2,06/27/2011 00:00,7.65,12900.0,United Kingdom
544367,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,02/28/2011 00:00,2.55,13098.0,Germany
544152,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,08/22/2011 00:00,2.55,13085.0,France
542102,84029E,RED WOOLLY HOTTIE WHITE HEART,14,09/08/2011 00:00,3.75,12900.0,United Kingdom
538058,22633,HAND WARMER UNION JACK,1,12/28/2010 00:00,1.85,12519.0,United Kingdom
544488,22961,JAM MAKING SET PRINTED,19,08/15/2011 00:00,4.25,13104.0,United Kingdom
539338,84406B,CREAM CUPID HEARTS COAT HANGER,19,08/20/2011 00:00,2.75,12626.0,United Kingdom
541819,71053,WHITE METAL LANTERN,8,10/25/2011 00:00,3.39,12875.0,United Kingdom
538528,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,07/01/2011 00:00,2.55,12558.0,United Kingdom
538183,22752,SET 7 BABUSHKA NESTING BOXES,24,08/23/2011 00:00,7.65,12533.0,France
536823,22752,SET 7 BABUSHKA NESTING BOXES,8,05/27/2011 00:00,7.65,12397.0,United Kingdom
538599,71053,WHITE METAL LANTERN,10,02/12/2011 00:00,3.39,12570.0,United Kingdom
543016,22633,HAND WARMER UNION JACK,26,02/08/2011 00:00,1.85,12981.0,Portugal
542750,84029E,RED WOOLLY HOTTIE WHITE HEART,15,06/21/2011 00:00,3.75,12965.0,United Kingdom
542611,21754,HOME BUILDING BLOCK WORD,9,10/22/2011 00:00,5.95,12941.0,United Kingdom
540644,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,04/05/2011 00:00,4.25,12767.0,United Kingdom
543982,22961,JAM MAKING SET PRINTED,11,03/12/2011 00:00,4.25,13073.0,United Kingdom
536554,84029E,RED WOOLLY HOTTIE WHITE HEART,11,03/17/2011 00:00,3.75,12373.0,United Kingdom
542593,84406B,CREAM CUPID HEARTS COAT HANGER,5,06/05/2011 00:00,2.75,12940.0,Spain
537355,22961,JAM MAKING SET PRINTED,8,11/25/2011 00:00,4.25,12444.0,United Kingdom
539578,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,01/16/2011 00:00,2.55,12643.0,United Kingdom
544249,22633,HAND WARMER UNION JACK,10,10/24/2011 00:00,1.85,13089.0,United Kingdom
544755,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,08/12/2011 00:00,2.55,13113.0,United Kingdom
539812,84406B,CREAM CUPID HEARTS COAT HANGER,5,12/19/2010 00:00,2.75,12679.0,United Kingdom
543850,22633,HAND WARMER UNION JACK,16,06/13/2011 00:00,1.85,13068.0,Germany
541518,22961,JAM MAKING SET PRINTED,10,02/16/2011 00:00,4.25,12842.0,United Kingdom
543902,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,07/14/2011 00:00,2.55,13071.0,United Kingdom
541164,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,03/03/2011 00:00,4.25,12801.0,United Kingdom
541513,22961,JAM MAKING SET PRINTED,1,12/17/2010 00:00,4.25,12840.0,United Kingdom
542038,22633,HAND WARMER UNION JACK,5,05/20/2011 00:00,1.85,12894.0,United Kingdom
537298,84029E,RED WOOLLY HOTTIE WHITE HEART,11,08/10/2011 00:00,3.75,12443.0,United Kingdom
537907,22961,JAM MAKING SET PRINTED,7,07/11/2011 00:00,4.25,12500.0,United Kingdom
536714,21754,HOME BUILDING BLOCK WORD,5,03/23/2011 00:00,5.95,12384.0,Portugal
536613,21754,HOME BUILDING BLOCK WORD,12,10/15/2011 00:00,5.95,12374.0,United Kingdom
539877,22633,HAND WARMER UNION JACK,11,02/23/2011 00:00,1.85,12684.0,United Kingdom
543461,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,06/02/2011 00:00,4.25,13027.0,United Kingdom
540511,22752,SET 7 BABUSHKA NESTING BOXES,11,04/19/2011 00:00,7.65,12760.0,Netherlands
542616,22633,HAND WARMER UNION JACK,10,12/31/2010 00:00,1.85,12942.0,United Kingdom
542526,22752,SET 7 BABUSHKA NESTING BOXES,11,05/03/2011 00:00,7.65,12935.0,United Kingdom
539962,71053,WHITE METAL LANTERN,1,08/10/2011 00:00,3.39,12697.0,United Kingdom
542388,22752,SET 7 BABUSHKA NESTING BOXES,5,05/13/2011 00:00,7.65,12928.0,United Kingdom
544559,84406B,CREAM CUPID HEARTS COAT HANGER,11,09/03/2011 00:00,2.75,13108.0,United Kingdom
544352,22633,HAND WARMER UNION JACK,6,02/15/2011 00:00,1.85,13095.0,United Kingdom
544835,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,11/21/2011 00:00,2.55,13116.0,United Kingdom
544221,84406B,CREAM CUPID HEARTS COAT HANGER,18,07/06/2011 00:00,2.75,13086.0,United Kingdom
536908,22752,SET 7 BABUSHKA NESTING BOXES,9,02/10/2011 00:00,7.65,12407.0,United Kingdom
539455,22138,BAKING SET 9 PIECE RETROSPOT,12,11/19/2011 00:00,4.95,12632.0,United Kingdom
545108,21754,HOME BUILDING BLOCK WORD,2,06/24/2011 00:00,5.95,13140.0,United Kingdom
540442,22752,SET 7 BABUSHKA NESTING BOXES,4,04/26/2011 00:00,7.65,12759.0,United Kingdom
537659,22633,HAND WARMER UNION JACK,2,10/20/2011 00:00,1.85,12481.0,United Kingdom
542664,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,01/28/2011 00:00,2.55,12953.0,United Kingdom
539877,22961,JAM MAKING SET PRINTED,20,02/23/2011 00:00,4.25,12684.0,United Kingdom
536684,22138,BAKING SET 9 PIECE RETROSPOT,27,05/10/2011 00:00,4.95,12382.0,United Kingdom
542468,22633,HAND WARMER UNION JACK,9,02/19/2011 00:00,1.85,12935.0,United Kingdom
536785,84029E,RED WOOLLY HOTTIE WHITE HEART,6,02/18/2011 00:00,3.75,12396.0,United Kingdom
541806,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,10/02/2011 00:00,2.55,12871.0,Spain
542006,84406B,CREAM CUPID HEARTS COAT HANGER,3,01/25/2011 00:00,2.75,12890.0,United Kingdom
543760,22752,SET 7 BABUSHKA NESTING BOXES,1,03/24/2011 00:00,7.65,13067.0,United Kingdom
543415,22752,SET 7 BABUSHKA NESTING BOXES,7,01/28/2011 00:00,7.65,13023.0,United Kingdom
538063,71053,WHITE METAL LANTERN,14,05/30/2011 00:00,3.39,12520.0,United Kingdom
543572,84029E,RED WOOLLY HOTTIE WHITE HEART,19,11/29/2011 00:00,3.75,13038.0,United Kingdom
542686,84029E,RED WOOLLY HOTTIE WHITE HEART,8,10/14/2011 00:00,3.75,12956.0,United Kingdom
543212,22633,HAND WARMER UNION JACK,1,06/23/2011 00:00,1.85,12995.0,United Kingdom
537693,22138,BAKING SET 9 PIECE RETROSPOT,2,11/28/2011 00:00,4.95,12481.0,United Kingdom
542328,84406B,CREAM CUPID HEARTS COAT HANGER,2,10/12/2011 00:00,2.75,12916.0,United Kingdom
544667,22961,JAM MAKING SET PRINTED,12,09/11/2011 00:00,4.25,13111.0,United Kingdom
543577,71053,WHITE METAL LANTERN,12,11/24/2011 00:00,3.39,13038.0,United Kingdom
541815,22961,JAM MAKING SET PRINTED,6,02/13/2011 00:00,4.25,12873.0,France
537952,84029E,RED WOOLLY HOTTIE WHITE HEART,12,10/26/2011 00:00,3.75,12508.0,United Kingdom
544280,22633,HAND WARMER UNION JACK,19,03/05/2011 00:00,1.85,13089.0,United Kingdom
542610,22752,SET 7 BABUSHKA NESTING BOXES,2,11/10/2011 00:00,7.65,12941.0,United Kingdom
540891,22138,BAKING SET 9 PIECE RETROSPOT,18,05/23/2011 00:00,4.95,12780.0,United Kingdom
541968,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,11/20/2011 00:00,2.55,12884.0,United Kingdom
537111,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,02/12/2011 00:00,2.55,12429.0,United Kingdom
541676,22752,SET 7 BABUSHKA NESTING BOXES,10,02/01/2011 00:00,7.65,12862.0,United Kingdom
541832,22961,JAM MAKING SET PRINTED,8,09/30/2011 00:00,4.25,12879.0,Netherlands
536737,84029E,RED WOOLLY HOTTIE WHITE HEART,2,12/01/2010 00:00,3.75,12390.0,United Kingdom
537287,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,01/07/2011 00:00,4.25,12440.0,United Kingdom
544283,71053,WHITE METAL LANTERN,25,09/28/2011 00:00,3.39,13089.0,United Kingdom
540216,21754,HOME BUILDING BLOCK WORD,1,04/30/2011 00:00,5.95,12738.0,United Kingdom
539585,84029E,RED WOOLLY HOTTIE WHITE HEART,1,11/04/2011 00:00,3.75,12645.0,United Kingdom
538066,71053,WHITE METAL LANTERN,1,03/03/2011 00:00,3.39,12520.0,United Kingdom
538881,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,01/31/2011 00:00,2.55,12590.0,United Kingdom
537742,22752,SET 7 BABUSHKA NESTING BOXES,3,03/09/2011 00:00,7.65,12484.0,United Kingdom
541538,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,12/26/2010 00:00,4.25,12846.0,United Kingdom
540978,84406B,CREAM CUPID HEARTS COAT HANGER,15,05/03/2011 00:00,2.75,12787.0,United Kingdom
537867,22752,SET 7 BABUSHKA NESTING BOXES,13,07/15/2011 00:00,7.65,12498.0,United Kingdom
536625,22961,JAM MAKING SET PRINTED,4,02/14/2011 00:00,4.25,12378.0,United Kingdom
543869,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,10/18/2011 00:00,4.25,13070.0,United Kingdom
541053,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,12/06/2011 00:00,2.55,12796.0,United Kingdom
541304,22961,JAM MAKING SET PRINTED,4,05/04/2011 00:00,4.25,12820.0,United Kingdom
541319,22633,HAND WARMER UNION JACK,11,08/04/2011 00:00,1.85,12823.0,United Kingdom
537248,71053,WHITE METAL LANTERN,4,01/25/2011 00:00,3.39,12434.0,United Kingdom
540921,22961,JAM MAKING SET PRINTED,17,11/19/2011 00:00,4.25,12781.0,United Kingdom
539575,22961,JAM MAKING SET PRINTED,10,02/21/2011 00:00,4.25,12642.0,Germany
536953,21754,HOME BUILDING BLOCK WORD,8,02/10/2011 00:00,5.95,12414.0,United Kingdom
541275,22633,HAND WARMER UNION JACK,13,03/12/2011 00:00,1.85,12818.0,United Kingdom
542697,21754,HOME BUILDING BLOCK WORD,9,10/01/2011 00:00,5.95,12960.0,United Kingdom
543764,22138,BAKING SET 9 PIECE RETROSPOT,21,10/19/2011 00:00,4.95,13068.0,Germany
543659,22633,HAND WARMER UNION JACK,3,07/25/2011 00:00,1.85,13050.0,United Kingdom
540001,84029E,RED WOOLLY HOTTIE WHITE HEART,3,03/23/2011 00:00,3.75,12705.0,United Kingdom
544160,22138,BAKING SET 9 PIECE RETROSPOT,11,11/07/2011 00:00,4.95,13086.0,United Kingdom
538287,84406B,CREAM CUPID HEARTS COAT HANGER,20,11/11/2011 00:00,2.75,12541.0,United Kingdom
542813,22752,SET 7 BABUSHKA NESTING BOXES,3,10/18/2011 00:00,7.65,12965.0,United Kingdom
544949,22633,HAND WARMER UNION JACK,7,03/11/2011 00:00,1.85,13120.0,France
537415,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,02/17/2011 00:00,2.55,12457.0,United Kingdom
544269,22961,JAM MAKING SET PRINTED,5,07/03/2011 00:00,4.25,13089.0,United Kingdom
539758,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,02/10/2011 00:00,2.55,12668.0,United Kingdom
543707,21754,HOME BUILDING BLOCK WORD,18,06/01/2011 00:00,5.95,13061.0,Portugal
537784,22138,BAKING SET 9 PIECE RETROSPOT,8,12/11/2010 00:00,4.95,12492.0,United Kingdom
542911,21754,HOME BUILDING BLOCK WORD,18,03/06/2011 00:00,5.95,12978.0,Spain
